warning_events,true_positive_warnings,duplicate_in_horizon_warnings,extended_early_warnings,too_early_to_attribute,post_collapse_warnings,terminal_false_positives,primary_precision,warning_within_primary_horizon_share,warning_within_one_year_share,too_early_share,terminal_false_positive_share,primary_warning_horizon_days,extended_warning_horizon_days
536,42,10,23,377,18,66,0.07835820895522388,0.09701492537313433,0.13992537313432835,0.7033582089552238,0.12313432835820895,126,252
